Timestamp, Message, Committer, Added, Removed, File
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 10,10,src/main/java/org/apache/commons/math4/analysis/differentiation/SparseGradient.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 2,1,src/main/java/org/apache/commons/math4/analysis/interpolation/BicubicInterpolatingFunction.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 4,2,src/main/java/org/apache/commons/math4/analysis/interpolation/InterpolatingMicrosphere.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 15,15,src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Cartesian3D.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 10,10,src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Rotation.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 4,4,src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Cartesian2D.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 24,24,src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Line.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 3,3,src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/ConvexHull2D.java
"1495669669", "MATH1416 Depend on Commons Numbers module commonsnumbersarrays", "Gilles", 9,8,src/main/java/org/apache/commons/math4/util/Decimal64.java
"1495409256", "Missing Javadoc comment", "Gilles", 2,1,src/main/java/org/apache/commons/math4/distribution/GammaDistribution.java
"1495409212", "Unused import", "Gilles", 0,2,src/main/java/org/apache/commons/math4/util/CombinatoricsUtils.java
"1495409163", "Trailing whitespace CheckStyle", "Gilles", 1,1,src/main/java/org/apache/commons/math4/geometry/euclidean/oned/Vector1D.java
"1495409163", "Trailing whitespace CheckStyle", "Gilles", 1,1,src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Plane.java
